Waktu,Data,data_tokens,data_tokens_stopwords,data_tokens_stemmed,data_preprocessed,Sentiment
9/21/2021 5:16,maaf bukannya periksa peduli lindungi pakai nomor induk kependudukan ya nomor ponsel hanya untuk dapat kabar penting misal kapan vaksin ke,"['maaf', 'bukannya', 'periksa', 'peduli', 'lindungi', 'pakai', 'nomor', 'induk', 'kependudukan', 'ya', 'nomor', 'ponsel', 'hanya', 'untuk', 'dapat', 'kabar', 'penting', 'misal', 'kapan', 'vaksin', 'ke']","['maaf', 'periksa', 'peduli', 'lindungi', 'pakai', 'nomor', 'induk', 'kependudukan', 'ya', 'nomor', 'ponsel', 'kabar', 'vaksin']","['maaf', 'periksa', 'peduli', 'lindung', 'pakai', 'nomor', 'induk', 'duduk', 'ya', 'nomor', 'ponsel', 'kabar', 'vaksin']","['maaf', 'periksa', 'peduli', 'lindung', 'pakai', 'nomor', 'induk', 'duduk', 'ya', 'nomor', 'ponsel', 'kabar', 'vaksin']",neutral
9/19/2021 2:55,hai kak mau tanya kalau hasil rdt antigen tidak teritegrasi di aplikasi peduli lindungi apakah masih bisa terbang,"['hai', 'kak', 'mau', 'tanya', 'kalau', 'hasil', 'rdt', 'antigen', 'tidak', 'teritegrasi', 'di', 'aplikasi', 'peduli', 'lindungi', 'apakah', 'masih', 'bisa', 'terbang']","['hai', 'kak', 'hasil', 'rdt', 'antigen', 'teritegrasi', 'aplikasi', 'peduli', 'lindungi', 'terbang']","['hai', 'kak', 'hasil', 'rdt', 'antigen', 'teritegrasi', 'aplikasi', 'peduli', 'lindung', 'terbang']","['hai', 'kak', 'hasil', 'rdt', 'antigen', 'teritegrasi', 'aplikasi', 'peduli', 'lindung', 'terbang']",negative
9/17/2021 3:20,aktifkan peduli lindungi,"['aktifkan', 'peduli', 'lindungi']","['aktifkan', 'peduli', 'lindungi']","['aktif', 'peduli', 'lindung']","['aktif', 'peduli', 'lindung']",positive
9/17/2021 3:20,polsek penebel peduli lindungi,"['polsek', 'penebel', 'peduli', 'lindungi']","['polsek', 'penebel', 'peduli', 'lindungi']","['polsek', 'penebel', 'peduli', 'lindung']","['polsek', 'penebel', 'peduli', 'lindung']",positive
9/17/2021 3:09,warna yang harus diketahui pada aplikasi peduli lindungi,"['warna', 'yang', 'harus', 'diketahui', 'pada', 'aplikasi', 'peduli', 'lindungi']","['warna', 'aplikasi', 'peduli', 'lindungi']","['warna', 'aplikasi', 'peduli', 'lindung']","['warna', 'aplikasi', 'peduli', 'lindung']",positive
9/19/2021 15:44,tapi saya peduli lindungi,"['tapi', 'saya', 'peduli', 'lindungi']","['peduli', 'lindungi']","['peduli', 'lindung']","['peduli', 'lindung']",positive
9/16/2021 10:09,sudah dilihat melalui web peduli lindungi,"['sudah', 'dilihat', 'melalui', 'web', 'peduli', 'lindungi']","['web', 'peduli', 'lindungi']","['web', 'peduli', 'lindung']","['web', 'peduli', 'lindung']",neutral
9/19/2021 11:40,saya tidak pakai aplikasi peduli lindungi nih itu perlu untuk buat akun dulu ya,"['saya', 'tidak', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'nih', 'itu', 'perlu', 'untuk', 'buat', 'akun', 'dulu', 'ya']","['pakai', 'aplikasi', 'peduli', 'lindungi', 'nih', 'akun', 'ya']","['pakai', 'aplikasi', 'peduli', 'lindung', 'nih', 'akun', 'ya']","['pakai', 'aplikasi', 'peduli', 'lindung', 'nih', 'akun', 'ya']",neutral
9/20/2021 12:20,aplikasi peduli lindungi,"['aplikasi', 'peduli', 'lindungi']","['aplikasi', 'peduli', 'lindungi']","['aplikasi', 'peduli', 'lindung']","['aplikasi', 'peduli', 'lindung']",neutral
9/17/2021 13:34,bisa kok telepon pusat bantuan peduli lindungi diperbarui nomornya,"['bisa', 'kok', 'telepon', 'pusat', 'bantuan', 'peduli', 'lindungi', 'diperbarui', 'nomornya']","['telepon', 'pusat', 'bantuan', 'peduli', 'lindungi', 'diperbarui', 'nomornya']","['telepon', 'pusat', 'bantu', 'peduli', 'lindung', 'baru', 'nomor']","['telepon', 'pusat', 'bantu', 'peduli', 'lindung', 'baru', 'nomor']",positive
9/22/2021 2:42,lihat saja di peduli lindungi,"['lihat', 'saja', 'di', 'peduli', 'lindungi']","['lihat', 'peduli', 'lindungi']","['lihat', 'peduli', 'lindung']","['lihat', 'peduli', 'lindung']",neutral
9/19/2021 5:30,iya tapi ayah saya surat vaksin nya di unduh bisa juga masuk tidak harus unduh aplikasi peduli lindungi,"['iya', 'tapi', 'ayah', 'saya', 'surat', 'vaksin', 'nya', 'di', 'unduh', 'bisa', 'juga', 'masuk', 'tidak', 'harus', 'unduh', 'aplikasi', 'peduli', 'lindungi']","['iya', 'ayah', 'surat', 'vaksin', 'nya', 'unduh', 'masuk', 'unduh', 'aplikasi', 'peduli', 'lindungi']","['iya', 'ayah', 'surat', 'vaksin', 'nya', 'unduh', 'masuk', 'unduh', 'aplikasi', 'peduli', 'lindung']","['iya', 'ayah', 'surat', 'vaksin', 'nya', 'unduh', 'masuk', 'unduh', 'aplikasi', 'peduli', 'lindung']",neutral
9/19/2021 3:49,pakai peduli lindungi saja,"['pakai', 'peduli', 'lindungi', 'saja']","['pakai', 'peduli', 'lindungi']","['pakai', 'peduli', 'lindung']","['pakai', 'peduli', 'lindung']",neutral
9/20/2021 8:45,telepon ka pengalaman saya besoknya ada pesan singkat berisikan link peduli lindungi untuk unduh sertifikat vaksin,"['telepon', 'ka', 'pengalaman', 'saya', 'besoknya', 'ada', 'pesan', 'singkat', 'berisikan', 'link', 'peduli', 'lindungi', 'untuk', 'unduh', 'sertifikat', 'vaksin']","['telepon', 'ka', 'pengalaman', 'besoknya', 'pesan', 'singkat', 'berisikan', 'link', 'peduli', 'lindungi', 'unduh', 'sertifikat', 'vaksin']","['telepon', 'ka', 'alam', 'besok', 'pesan', 'singkat', 'risi', 'link', 'peduli', 'lindung', 'unduh', 'sertifikat', 'vaksin']","['telepon', 'ka', 'alam', 'besok', 'pesan', 'singkat', 'risi', 'link', 'peduli', 'lindung', 'unduh', 'sertifikat', 'vaksin']",positive
9/16/2021 3:09,wajib pakai aplikasi peduli lindungi,"['wajib', 'pakai', 'aplikasi', 'peduli', 'lindungi']","['wajib', 'pakai', 'aplikasi', 'peduli', 'lindungi']","['wajib', 'pakai', 'aplikasi', 'peduli', 'lindung']","['wajib', 'pakai', 'aplikasi', 'peduli', 'lindung']",positive
9/20/2021 4:50,peduli lindungi diperbarui terus juga tetap saja jelek,"['peduli', 'lindungi', 'diperbarui', 'terus', 'juga', 'tetap', 'saja', 'jelek']","['peduli', 'lindungi', 'diperbarui', 'jelek']","['peduli', 'lindung', 'baru', 'jelek']","['peduli', 'lindung', 'baru', 'jelek']",negative
9/20/2021 11:25,aku juga gitu vaksin tanggal september tapi sertifikat vaksin baru ada di web peduli lindungi tanggal november,"['aku', 'juga', 'gitu', 'vaksin', 'tanggal', 'september', 'tapi', 'sertifikat', 'vaksin', 'baru', 'ada', 'di', 'web', 'peduli', 'lindungi', 'tanggal', 'november']","['gitu', 'vaksin', 'tanggal', 'september', 'sertifikat', 'vaksin', 'web', 'peduli', 'lindungi', 'tanggal', 'november']","['gitu', 'vaksin', 'tanggal', 'september', 'sertifikat', 'vaksin', 'web', 'peduli', 'lindung', 'tanggal', 'november']","['gitu', 'vaksin', 'tanggal', 'september', 'sertifikat', 'vaksin', 'web', 'peduli', 'lindung', 'tanggal', 'november']",negative
9/20/2021 11:15,bukan tiket vaksin unduh saja aplikasi peduli lindungi nanti pilih sertifikat vaksin nanti keluar ka,"['bukan', 'tiket', 'vaksin', 'unduh', 'saja', 'aplikasi', 'peduli', 'lindungi', 'nanti', 'pilih', 'sertifikat', 'vaksin', 'nanti', 'keluar', 'ka']","['tiket', 'vaksin', 'unduh', 'aplikasi', 'peduli', 'lindungi', 'pilih', 'sertifikat', 'vaksin', 'ka']","['tiket', 'vaksin', 'unduh', 'aplikasi', 'peduli', 'lindung', 'pilih', 'sertifikat', 'vaksin', 'ka']","['tiket', 'vaksin', 'unduh', 'aplikasi', 'peduli', 'lindung', 'pilih', 'sertifikat', 'vaksin', 'ka']",positive
9/16/2021 16:34,kalau pakai aplikasi peduli lindungi bisa gratis tidak,"['kalau', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'bisa', 'gratis', 'tidak']","['pakai', 'aplikasi', 'peduli', 'lindungi', 'gratis']","['pakai', 'aplikasi', 'peduli', 'lindung', 'gratis']","['pakai', 'aplikasi', 'peduli', 'lindung', 'gratis']",neutral
9/18/2021 7:15,katanya kalau di aplikasi peduli lindungi hijau itu boleh,"['katanya', 'kalau', 'di', 'aplikasi', 'peduli', 'lindungi', 'hijau', 'itu', 'boleh']","['aplikasi', 'peduli', 'lindungi', 'hijau']","['aplikasi', 'peduli', 'lindung', 'hijau']","['aplikasi', 'peduli', 'lindung', 'hijau']",positive
9/18/2021 7:55,masuk ciwalk pakai aplikasi peduli lindungi,"['masuk', 'ciwalk', 'pakai', 'aplikasi', 'peduli', 'lindungi']","['masuk', 'ciwalk', 'pakai', 'aplikasi', 'peduli', 'lindungi']","['masuk', 'ciwalk', 'pakai', 'aplikasi', 'peduli', 'lindung']","['masuk', 'ciwalk', 'pakai', 'aplikasi', 'peduli', 'lindung']",neutral
9/21/2021 12:03,dapat kami informasikan bahwa jika hasil vaksinasi dan hasil pcr test sudah dapat diakses melalui aplikasi peduli lindungi,"['dapat', 'kami', 'informasikan', 'bahwa', 'jika', 'hasil', 'vaksinasi', 'dan', 'hasil', 'pcr', 'test', 'sudah', 'dapat', 'diakses', 'melalui', 'aplikasi', 'peduli', 'lindungi']","['informasikan', 'hasil', 'vaksinasi', 'hasil', 'pcr', 'test', 'diakses', 'aplikasi', 'peduli', 'lindungi']","['informasi', 'hasil', 'vaksinasi', 'hasil', 'pcr', 'test', 'akses', 'aplikasi', 'peduli', 'lindung']","['informasi', 'hasil', 'vaksinasi', 'hasil', 'pcr', 'test', 'akses', 'aplikasi', 'peduli', 'lindung']",neutral
9/22/2021 13:46,tempat makan sebagian besar sudah bisa menikmati makanan di tempat kecuali mie gacoan kemarin tidak hanya melakukan scan pada aplikasi peduli lindungi,"['tempat', 'makan', 'sebagian', 'besar', 'sudah', 'bisa', 'menikmati', 'makanan', 'di', 'tempat', 'kecuali', 'mie', 'gacoan', 'kemarin', 'tidak', 'hanya', 'melakukan', 'scan', 'pada', 'aplikasi', 'peduli', 'lindungi']","['makan', 'menikmati', 'makanan', 'kecuali', 'mie', 'gacoan', 'kemarin', 'scan', 'aplikasi', 'peduli', 'lindungi']","['makan', 'nikmat', 'makan', 'kecuali', 'mie', 'gaco', 'kemarin', 'scan', 'aplikasi', 'peduli', 'lindung']","['makan', 'nikmat', 'makan', 'kecuali', 'mie', 'gaco', 'kemarin', 'scan', 'aplikasi', 'peduli', 'lindung']",negative
9/18/2021 12:25,silakan menghubungi dan deskripsikan permasalahan anda ke peduli lindungi terkait kendala tersebut,"['silakan', 'menghubungi', 'dan', 'deskripsikan', 'permasalahan', 'anda', 'ke', 'peduli', 'lindungi', 'terkait', 'kendala', 'tersebut']","['silakan', 'menghubungi', 'deskripsikan', 'permasalahan', 'peduli', 'lindungi', 'terkait', 'kendala']","['sila', 'hubung', 'deskripsi', 'masalah', 'peduli', 'lindung', 'kait', 'kendala']","['sila', 'hubung', 'deskripsi', 'masalah', 'peduli', 'lindung', 'kait', 'kendala']",neutral
9/18/2021 12:07,ada di aplikasi peduli lindungi,"['ada', 'di', 'aplikasi', 'peduli', 'lindungi']","['aplikasi', 'peduli', 'lindungi']","['aplikasi', 'peduli', 'lindung']","['aplikasi', 'peduli', 'lindung']",positive
9/17/2021 15:07,ada yang salah dipenulisan nomor ponsel dan nama serta nomor nomor induk kependudukan tidak dikarenakan pengalaman tenaga kesehatan pernah melakukan kesalahan tersebut sehingga tidak terdeteksi di aplikasi peduli lindungi,"['ada', 'yang', 'salah', 'dipenulisan', 'nomor', 'ponsel', 'dan', 'nama', 'serta', 'nomor', 'nomor', 'induk', 'kependudukan', 'tidak', 'dikarenakan', 'pengalaman', 'tenaga', 'kesehatan', 'pernah', 'melakukan', 'kesalahan', 'tersebut', 'sehingga', 'tidak', 'terdeteksi', 'di', 'aplikasi', 'peduli', 'lindungi']","['salah', 'dipenulisan', 'nomor', 'ponsel', 'nama', 'nomor', 'nomor', 'induk', 'kependudukan', 'pengalaman', 'tenaga', 'kesehatan', 'kesalahan', 'terdeteksi', 'aplikasi', 'peduli', 'lindungi']","['salah', 'tulis', 'nomor', 'ponsel', 'nama', 'nomor', 'nomor', 'induk', 'duduk', 'alam', 'tenaga', 'sehat', 'salah', 'deteksi', 'aplikasi', 'peduli', 'lindung']","['salah', 'tulis', 'nomor', 'ponsel', 'nama', 'nomor', 'nomor', 'induk', 'duduk', 'alam', 'tenaga', 'sehat', 'salah', 'deteksi', 'aplikasi', 'peduli', 'lindung']",negative
9/16/2021 15:03,aku malah sempat baca komen akun kementerian kesehatan di salah satu video tiktok kalau cetak kartu vaksin malah tidak disarankan melainkan menggunakan aplikasi peduli lindungi,"['aku', 'malah', 'sempat', 'baca', 'komen', 'akun', 'kementerian', 'kesehatan', 'di', 'salah', 'satu', 'video', 'tiktok', 'kalau', 'cetak', 'kartu', 'vaksin', 'malah', 'tidak', 'disarankan', 'melainkan', 'menggunakan', 'aplikasi', 'peduli', 'lindungi']","['baca', 'komen', 'akun', 'kementerian', 'kesehatan', 'salah', 'video', 'tiktok', 'cetak', 'kartu', 'vaksin', 'disarankan', 'aplikasi', 'peduli', 'lindungi']","['baca', 'komen', 'akun', 'menteri', 'sehat', 'salah', 'video', 'tiktok', 'cetak', 'kartu', 'vaksin', 'saran', 'aplikasi', 'peduli', 'lindung']","['baca', 'komen', 'akun', 'menteri', 'sehat', 'salah', 'video', 'tiktok', 'cetak', 'kartu', 'vaksin', 'saran', 'aplikasi', 'peduli', 'lindung']",positive
9/18/2021 12:18,aku tadi siang juga vaksin kak alhamdulillah sorenya sudah keluar sertifikatnya di aplikasi peduli lindungi,"['aku', 'tadi', 'siang', 'juga', 'vaksin', 'kak', 'alhamdulillah', 'sorenya', 'sudah', 'keluar', 'sertifikatnya', 'di', 'aplikasi', 'peduli', 'lindungi']","['siang', 'vaksin', 'kak', 'alhamdulillah', 'sorenya', 'sertifikatnya', 'aplikasi', 'peduli', 'lindungi']","['siang', 'vaksin', 'kak', 'alhamdulillah', 'sore', 'sertifikat', 'aplikasi', 'peduli', 'lindung']","['siang', 'vaksin', 'kak', 'alhamdulillah', 'sore', 'sertifikat', 'aplikasi', 'peduli', 'lindung']",positive
9/17/2021 14:35,bisa sepertinya ayah ibu saya hanya punya ponsel dan ketika periksa sertifikat di aplikasi peduli lindungi bisa,"['bisa', 'sepertinya', 'ayah', 'ibu', 'saya', 'hanya', 'punya', 'ponsel', 'dan', 'ketika', 'periksa', 'sertifikat', 'di', 'aplikasi', 'peduli', 'lindungi', 'bisa']","['ayah', 'ponsel', 'periksa', 'sertifikat', 'aplikasi', 'peduli', 'lindungi']","['ayah', 'ponsel', 'periksa', 'sertifikat', 'aplikasi', 'peduli', 'lindung']","['ayah', 'ponsel', 'periksa', 'sertifikat', 'aplikasi', 'peduli', 'lindung']",positive
9/10/2021 14:27,bisa diselesaikan sewaktu mau vaksin ke dua untuk sertifikatnya bisa periksa di aplikasi atau web peduli lindungi kak,"['bisa', 'diselesaikan', 'sewaktu', 'mau', 'vaksin', 'ke', 'dua', 'untuk', 'sertifikatnya', 'bisa', 'periksa', 'di', 'aplikasi', 'atau', 'web', 'peduli', 'lindungi', 'kak']","['diselesaikan', 'vaksin', 'sertifikatnya', 'periksa', 'aplikasi', 'web', 'peduli', 'lindungi', 'kak']","['selesai', 'vaksin', 'sertifikat', 'periksa', 'aplikasi', 'web', 'peduli', 'lindung', 'kak']","['selesai', 'vaksin', 'sertifikat', 'periksa', 'aplikasi', 'web', 'peduli', 'lindung', 'kak']",positive
9/16/2021 18:03,boleh unduh aplikasi peduli lindungi terlebih dahulu jangan lupa,"['boleh', 'unduh', 'aplikasi', 'peduli', 'lindungi', 'terlebih', 'dahulu', 'jangan', 'lupa']","['unduh', 'aplikasi', 'peduli', 'lindungi', 'lupa']","['unduh', 'aplikasi', 'peduli', 'lindung', 'lupa']","['unduh', 'aplikasi', 'peduli', 'lindung', 'lupa']",positive
9/16/2021 18:18,boleh kak unduh peduli lindungi nanti scan barcode,"['boleh', 'kak', 'unduh', 'peduli', 'lindungi', 'nanti', 'scan', 'barcode']","['kak', 'unduh', 'peduli', 'lindungi', 'scan', 'barcode']","['kak', 'unduh', 'peduli', 'lindung', 'scan', 'barcode']","['kak', 'unduh', 'peduli', 'lindung', 'scan', 'barcode']",positive
9/18/2021 6:59,boleh pakai aplikasi peduli lindungi tinggal scan saja lalu masuk,"['boleh', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'tinggal', 'scan', 'saja', 'lalu', 'masuk']","['pakai', 'aplikasi', 'peduli', 'lindungi', 'tinggal', 'scan', 'masuk']","['pakai', 'aplikasi', 'peduli', 'lindung', 'tinggal', 'scan', 'masuk']","['pakai', 'aplikasi', 'peduli', 'lindung', 'tinggal', 'scan', 'masuk']",positive
9/16/2021 15:03,untuk menunjukan bukti vaksin tetapi tidak dicetak tidak masalah bisa diakses melalui aplikasi peduli lindungi,"['untuk', 'menunjukan', 'bukti', 'vaksin', 'tetapi', 'tidak', 'dicetak', 'tidak', 'masalah', 'bisa', 'diakses', 'melalui', 'aplikasi', 'peduli', 'lindungi']","['menunjukan', 'bukti', 'vaksin', 'dicetak', 'diakses', 'aplikasi', 'peduli', 'lindungi']","['tunjuk', 'bukti', 'vaksin', 'cetak', 'akses', 'aplikasi', 'peduli', 'lindung']","['tunjuk', 'bukti', 'vaksin', 'cetak', 'akses', 'aplikasi', 'peduli', 'lindung']",positive
9/16/2021 14:07,buka di peduli lindungi kak aku sewaktu vaksin pertama tidak dapat lalu sewaktu vaksin kedua sudah dapat sertifikatnya,"['buka', 'di', 'peduli', 'lindungi', 'kak', 'aku', 'sewaktu', 'vaksin', 'pertama', 'tidak', 'dapat', 'lalu', 'sewaktu', 'vaksin', 'kedua', 'sudah', 'dapat', 'sertifikatnya']","['buka', 'peduli', 'lindungi', 'kak', 'vaksin', 'vaksin', 'sertifikatnya']","['buka', 'peduli', 'lindung', 'kak', 'vaksin', 'vaksin', 'sertifikat']","['buka', 'peduli', 'lindung', 'kak', 'vaksin', 'vaksin', 'sertifikat']",positive
9/19/2021 16:46,buka peduli lindungi tetapi diweb,"['buka', 'peduli', 'lindungi', 'tetapi', 'diweb']","['buka', 'peduli', 'lindungi', 'diweb']","['buka', 'peduli', 'lindung', 'diweb']","['buka', 'peduli', 'lindung', 'diweb']",positive
9/18/2021 16:11,bukannya hanya menunjukan sertifikat pakai aplikasi peduli lindungi kak,"['bukannya', 'hanya', 'menunjukan', 'sertifikat', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'kak']","['menunjukan', 'sertifikat', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'kak']","['tunjuk', 'sertifikat', 'pakai', 'aplikasi', 'peduli', 'lindung', 'kak']","['tunjuk', 'sertifikat', 'pakai', 'aplikasi', 'peduli', 'lindung', 'kak']",neutral
9/22/2021 4:55,lihat aplikasi atau web peduli lindungi kak beberapa orang memang tidak dapat pesannya termasuk aku tapi ketika buka aplikasi sertifikat sudah tersedia,"['lihat', 'aplikasi', 'atau', 'web', 'peduli', 'lindungi', 'kak', 'beberapa', 'orang', 'memang', 'tidak', 'dapat', 'pesannya', 'termasuk', 'aku', 'tapi', 'ketika', 'buka', 'aplikasi', 'sertifikat', 'sudah', 'tersedia']","['lihat', 'aplikasi', 'web', 'peduli', 'lindungi', 'kak', 'orang', 'pesannya', 'buka', 'aplikasi', 'sertifikat', 'tersedia']","['lihat', 'aplikasi', 'web', 'peduli', 'lindung', 'kak', 'orang', 'pesan', 'buka', 'aplikasi', 'sertifikat', 'sedia']","['lihat', 'aplikasi', 'web', 'peduli', 'lindung', 'kak', 'orang', 'pesan', 'buka', 'aplikasi', 'sertifikat', 'sedia']",positive
9/16/2021 13:42,lihat aplikasi peduli lindungi kak aku sewaktu vaksin tidak dapat kertas seperti itu,"['lihat', 'aplikasi', 'peduli', 'lindungi', 'kak', 'aku', 'sewaktu', 'vaksin', 'tidak', 'dapat', 'kertas', 'seperti', 'itu']","['lihat', 'aplikasi', 'peduli', 'lindungi', 'kak', 'vaksin', 'kertas']","['lihat', 'aplikasi', 'peduli', 'lindung', 'kak', 'vaksin', 'kertas']","['lihat', 'aplikasi', 'peduli', 'lindung', 'kak', 'vaksin', 'kertas']",positive
9/16/2021 13:45,lihat di peduli lindungi ka,"['lihat', 'di', 'peduli', 'lindungi', 'ka']","['lihat', 'peduli', 'lindungi', 'ka']","['lihat', 'peduli', 'lindung', 'ka']","['lihat', 'peduli', 'lindung', 'ka']",positive
9/16/2021 13:41,lihat peduli lindungi kak sehabis itu periksa langsung ibu saya sehari langsung ada sertifikat di aplikasi nya,"['lihat', 'peduli', 'lindungi', 'kak', 'sehabis', 'itu', 'periksa', 'langsung', 'ibu', 'saya', 'sehari', 'langsung', 'ada', 'sertifikat', 'di', 'aplikasi', 'nya']","['lihat', 'peduli', 'lindungi', 'kak', 'sehabis', 'periksa', 'langsung', 'sehari', 'langsung', 'sertifikat', 'aplikasi', 'nya']","['lihat', 'peduli', 'lindung', 'kak', 'habis', 'periksa', 'langsung', 'hari', 'langsung', 'sertifikat', 'aplikasi', 'nya']","['lihat', 'peduli', 'lindung', 'kak', 'habis', 'periksa', 'langsung', 'hari', 'langsung', 'sertifikat', 'aplikasi', 'nya']",positive
9/21/2021 6:06,lihat saja di web peduli lindungi,"['lihat', 'saja', 'di', 'web', 'peduli', 'lindungi']","['lihat', 'web', 'peduli', 'lindungi']","['lihat', 'web', 'peduli', 'lindung']","['lihat', 'web', 'peduli', 'lindung']",positive
9/16/2021 13:40,coba periksa di aplikasi peduli lindungi kak,"['coba', 'periksa', 'di', 'aplikasi', 'peduli', 'lindungi', 'kak']","['coba', 'periksa', 'aplikasi', 'peduli', 'lindungi', 'kak']","['coba', 'periksa', 'aplikasi', 'peduli', 'lindung', 'kak']","['coba', 'periksa', 'aplikasi', 'peduli', 'lindung', 'kak']",neutral
9/5/2021 3:34,coba periksa di aplikasi peduli lindungi saja kak atau di webnya aku saja tidak dapat pesannya tetapi tersedia di aplikasi,"['coba', 'periksa', 'di', 'aplikasi', 'peduli', 'lindungi', 'saja', 'kak', 'atau', 'di', 'webnya', 'aku', 'saja', 'tidak', 'dapat', 'pesannya', 'tetapi', 'tersedia', 'di', 'aplikasi']","['coba', 'periksa', 'aplikasi', 'peduli', 'lindungi', 'kak', 'webnya', 'pesannya', 'tersedia', 'aplikasi']","['coba', 'periksa', 'aplikasi', 'peduli', 'lindung', 'kak', 'webnya', 'pesan', 'sedia', 'aplikasi']","['coba', 'periksa', 'aplikasi', 'peduli', 'lindung', 'kak', 'webnya', 'pesan', 'sedia', 'aplikasi']",positive
9/21/2021 8:03,coba buka di web peduli lindungi nanti masukkan akun setelah itu lihat sertifikat ada tidaknya,"['coba', 'buka', 'di', 'web', 'peduli', 'lindungi', 'nanti', 'masukkan', 'akun', 'setelah', 'itu', 'lihat', 'sertifikat', 'ada', 'tidaknya']","['coba', 'buka', 'web', 'peduli', 'lindungi', 'masukkan', 'akun', 'lihat', 'sertifikat', 'tidaknya']","['coba', 'buka', 'web', 'peduli', 'lindung', 'masuk', 'akun', 'lihat', 'sertifikat', 'tidak']","['coba', 'buka', 'web', 'peduli', 'lindung', 'masuk', 'akun', 'lihat', 'sertifikat', 'tidak']",neutral
9/21/2021 8:37,dari website peduli lindungi nanti pilih lihat sertifikat masukan nama nomor induk kependudukan dan lain sesuai kartu tanda penduduk pasti tersedia sertifikat,"['dari', 'website', 'peduli', 'lindungi', 'nanti', 'pilih', 'lihat', 'sertifikat', 'masukan', 'nama', 'nomor', 'induk', 'kependudukan', 'dan', 'lain', 'sesuai', 'kartu', 'tanda', 'penduduk', 'pasti', 'tersedia', 'sertifikat']","['website', 'peduli', 'lindungi', 'pilih', 'lihat', 'sertifikat', 'masukan', 'nama', 'nomor', 'induk', 'kependudukan', 'sesuai', 'kartu', 'tanda', 'penduduk', 'tersedia', 'sertifikat']","['website', 'peduli', 'lindung', 'pilih', 'lihat', 'sertifikat', 'masuk', 'nama', 'nomor', 'induk', 'duduk', 'sesuai', 'kartu', 'tanda', 'duduk', 'sedia', 'sertifikat']","['website', 'peduli', 'lindung', 'pilih', 'lihat', 'sertifikat', 'masuk', 'nama', 'nomor', 'induk', 'duduk', 'sesuai', 'kartu', 'tanda', 'duduk', 'sedia', 'sertifikat']",positive
